postalcode,FIPS,date,time,Total Stations,Has Fuel:Has Power,Has Fuel:No Power,No Fuel:Has Power,No Power:No Fuel,PercentageOperational,raw_visit_counts 
70301,22109,10/5/21,14:12,1,0,0,0,1,0,5
70301,22057,10/5/21,22:12,24,18,1,2,3,75,2248
70301,22109,10/5/21,22:12,1,0,0,0,1,0,5
70301,22057,10/6/21,6:12,24,18,1,2,3,75,2248
70301,22109,10/6/21,6:12,1,0,0,0,1,0,5
70301,22057,10/6/21,14:12,24,18,1,2,3,75,2248
70301,22109,10/6/21,14:12,1,0,0,0,1,0,5
70302,22109,8/27/21,22:13,1,1,0,0,0,100,85
70302,22109,8/28/21,6:12,1,1,0,0,0,100,85
70302,22109,8/28/21,14:12,1,1,0,0,0,100,85
70302,22109,8/28/21,22:12,1,1,0,0,0,100,85
70302,22109,8/29/21,6:12,1,1,0,0,0,100,85
70302,22109,8/29/21,14:12,1,1,0,0,0,100,85
70302,22109,8/29/21,22:12,1,1,0,0,0,100,85
70302,22109,8/30/21,6:12,1,1,0,0,0,100,85
70302,22109,8/30/21,14:12,1,1,0,0,0,100,85
70302,22109,8/30/21,22:13,1,1,0,0,0,100,85
70302,22109,8/31/21,6:12,1,1,0,0,0,100,85
70302,22109,8/31/21,14:12,1,1,0,0,0,100,85
70302,22109,8/31/21,22:12,1,1,0,0,0,100,85
70302,22109,9/1/21,6:12,1,1,0,0,0,100,85
70302,22109,9/1/21,14:12,1,1,0,0,0,100,85
70302,22109,9/1/21,22:12,1,1,0,0,0,100,85
70302,22109,9/2/21,6:12,1,1,0,0,0,100,85
70302,22109,9/2/21,14:12,1,0,1,0,0,0,85
70302,22109,9/2/21,22:12,1,0,1,0,0,0,85
70302,22109,9/3/21,6:12,1,0,1,0,0,0,85
70302,22109,9/3/21,14:12,1,0,1,0,0,0,85
70302,22109,9/3/21,22:12,1,0,1,0,0,0,85
70302,22109,9/4/21,6:12,1,0,1,0,0,0,85
70302,22109,9/4/21,14:12,1,0,1,0,0,0,85
70302,22109,9/4/21,22:12,1,0,1,0,0,0,85
70302,22109,9/5/21,6:12,1,0,1,0,0,0,85
70302,22109,9/5/21,14:12,1,1,0,0,0,100,85
70302,22109,9/5/21,22:12,1,0,0,1,0,0,85
70302,22109,9/6/21,6:12,1,0,0,1,0,0,85
70302,22109,9/6/21,14:12,1,0,0,1,0,0,85
70302,22109,9/6/21,22:12,1,0,0,1,0,0,85
70302,22109,9/7/21,6:12,1,0,0,0,1,0,85
70302,22109,9/7/21,14:12,1,0,0,0,1,0,85
70302,22109,9/7/21,22:12,1,0,0,0,1,0,85
70302,22109,9/8/21,6:12,1,0,0,0,1,0,85
70302,22109,9/8/21,14:12,1,0,0,0,1,0,85
70302,22109,9/8/21,22:12,1,0,0,0,1,0,85
70302,22109,9/9/21,6:12,1,0,0,0,1,0,85
70302,22109,9/9/21,14:12,1,0,0,0,1,0,85
70302,22109,9/9/21,22:12,1,0,0,0,1,0,85
70302,22109,9/10/21,6:12,1,0,0,0,1,0,85
70302,22109,9/10/21,14:12,1,0,0,0,1,0,85
70302,22109,9/10/21,22:12,1,0,0,0,1,0,85
70302,22109,9/11/21,6:12,1,0,0,0,1,0,85
70302,22109,9/11/21,14:12,1,0,0,0,1,0,85
70302,22109,9/11/21,22:12,1,0,0,0,1,0,85
70302,22109,9/12/21,6:12,1,0,0,0,1,0,85
70302,22109,9/12/21,14:12,1,0,0,0,1,0,85
70302,22109,9/12/21,22:12,1,0,0,0,1,0,85
70302,22109,9/13/21,6:12,1,0,0,0,1,0,85
70302,22109,9/13/21,14:12,1,0,0,0,1,0,85
70302,22109,9/13/21,22:12,1,0,0,0,1,0,85
70302,22109,9/14/21,6:12,1,0,0,0,1,0,85
70302,22109,9/14/21,14:12,1,0,0,0,1,0,85
70302,22109,9/14/21,22:12,1,0,0,0,1,0,85
70302,22109,9/15/21,6:12,1,0,0,0,1,0,85
70302,22109,9/15/21,14:12,1,0,0,0,1,0,85
70302,22109,9/15/21,22:12,1,0,0,0,1,0,85
70302,22109,9/16/21,6:12,1,0,0,0,1,0,85
70302,22109,9/16/21,14:12,1,0,0,0,1,0,85
70302,22109,9/16/21,22:12,1,0,0,0,1,0,85
70302,22109,9/17/21,6:12,1,0,0,0,1,0,85
70302,22109,9/17/21,14:12,1,0,0,0,1,0,85
70302,22109,9/17/21,22:12,1,0,0,0,1,0,85
70302,22109,9/18/21,6:12,1,0,0,0,1,0,85
70302,22109,9/18/21,14:12,1,0,0,0,1,0,85
70302,22109,9/18/21,22:12,1,0,0,0,1,0,85
70302,22109,9/19/21,6:12,1,0,0,0,1,0,85
70302,22109,9/19/21,14:12,1,0,0,0,1,0,85
70302,22109,9/19/21,22:12,1,0,0,0,1,0,85
70302,22109,9/20/21,6:12,1,0,0,0,1,0,85
70302,22109,9/20/21,14:12,1,0,0,0,1,0,85
70302,22109,9/20/21,22:13,1,0,0,0,1,0,85
70302,22109,9/21/21,6:12,1,0,0,0,1,0,85
70302,22109,9/21/21,14:23,1,0,0,0,1,0,85
70302,22109,9/21/21,22:12,1,0,0,0,1,0,85
70302,22109,9/22/21,6:12,1,0,0,0,1,0,85
70302,22109,9/22/21,14:12,1,0,0,0,1,0,85
70302,22109,9/22/21,22:12,1,0,0,0,1,0,85
70302,22109,9/23/21,6:13,1,0,0,0,1,0,85
70302,22109,9/23/21,14:12,1,0,0,0,1,0,85
70302,22109,9/23/21,22:12,1,0,0,0,1,0,85
70302,22109,9/24/21,6:13,1,0,0,0,1,0,85
70302,22109,9/24/21,14:12,1,0,0,0,1,0,85
70302,22109,9/24/21,22:12,1,0,0,0,1,0,85
70302,22109,9/25/21,6:12,1,0,0,0,1,0,85
70302,22109,9/25/21,14:12,1,0,0,0,1,0,85
70302,22109,9/25/21,22:12,1,0,0,0,1,0,85
70302,22109,9/26/21,6:12,1,0,0,0,1,0,85
70302,22109,9/26/21,14:12,1,0,0,0,1,0,85
70302,22109,9/26/21,22:12,1,0,0,0,1,0,85
70302,22109,9/27/21,6:12,1,0,0,0,1,0,85
70302,22109,9/27/21,14:12,1,0,0,0,1,0,85
70302,22109,9/27/21,22:12,1,0,0,0,1,0,85
70302,22109,9/28/21,6:12,1,0,0,0,1,0,85
70302,22109,9/28/21,14:12,1,0,0,0,1,0,85
70302,22109,9/28/21,22:12,1,0,0,0,1,0,85
70302,22109,9/29/21,6:12,1,0,0,0,1,0,85
70302,22109,9/29/21,14:12,1,0,0,0,1,0,85
70302,22109,9/29/21,22:12,1,0,0,0,1,0,85
70302,22109,9/30/21,6:12,1,0,0,0,1,0,85
70302,22109,9/30/21,14:12,1,0,0,0,1,0,85
70302,22109,9/30/21,22:13,1,0,0,0,1,0,85
70302,22109,10/1/21,6:12,1,0,0,0,1,0,85
70302,22109,10/1/21,14:12,1,0,0,0,1,0,85
70302,22109,10/1/21,22:12,1,0,0,0,1,0,85
70302,22109,10/2/21,6:12,1,0,0,0,1,0,85
70302,22109,10/2/21,14:12,1,0,0,0,1,0,85
70302,22109,10/2/21,22:12,1,0,0,0,1,0,85
70302,22109,10/3/21,6:12,1,0,0,0,1,0,85
70302,22109,10/3/21,14:12,1,0,0,0,1,0,85
70302,22109,10/3/21,22:12,1,0,0,0,1,0,85
70302,22109,10/4/21,6:12,1,0,0,0,1,0,85
70302,22109,10/4/21,14:12,1,0,0,0,1,0,85
70302,22109,10/4/21,22:12,1,0,0,0,1,0,85
70302,22109,10/5/21,6:12,1,0,0,0,1,0,85
70302,22109,10/5/21,14:12,1,0,0,0,1,0,85
70302,22109,10/5/21,22:12,1,0,0,0,1,0,85
70302,22109,10/6/21,6:12,1,0,0,0,1,0,85
70302,22109,10/6/21,14:12,1,0,0,0,1,0,85
70339,22007,8/27/21,22:13,5,5,0,0,0,100,150
70339,22007,8/28/21,6:12,5,5,0,0,0,100,150
70339,22007,8/28/21,14:12,5,5,0,0,0,100,150
70339,22007,8/28/21,22:12,5,5,0,0,0,100,150
70339,22007,8/29/21,6:12,5,5,0,0,0,100,150
70339,22007,8/29/21,14:12,5,5,0,0,0,100,150
70339,22007,8/29/21,22:12,5,5,0,0,0,100,150
70339,22007,8/30/21,6:12,5,5,0,0,0,100,150
70339,22007,8/30/21,14:12,5,5,0,0,0,100,150
70339,22007,8/30/21,22:13,5,5,0,0,0,100,150
70339,22007,8/31/21,6:12,5,5,0,0,0,100,150
70339,22007,8/31/21,14:12,5,5,0,0,0,100,150
70339,22007,8/31/21,22:12,5,5,0,0,0,100,150
70339,22007,9/1/21,6:12,5,5,0,0,0,100,150
70339,22007,9/1/21,14:12,5,5,0,0,0,100,150
70339,22007,9/1/21,22:12,5,4,0,1,0,80,150
70339,22007,9/2/21,6:12,5,2,0,3,0,40,150
70339,22007,9/2/21,14:12,5,2,0,3,0,40,150
70339,22007,9/2/21,22:12,5,2,0,3,0,40,150
70339,22007,9/3/21,6:12,5,2,0,3,0,40,150
70339,22007,9/3/21,14:12,5,2,0,3,0,40,150
70339,22007,9/3/21,22:12,5,1,0,4,0,20,150
70339,22007,9/4/21,6:12,5,1,0,4,0,20,150
70339,22007,9/4/21,14:12,5,1,0,4,0,20,150
70339,22007,9/4/21,22:12,5,1,0,4,0,20,150
70339,22007,9/5/21,6:12,5,1,0,4,0,20,150
70339,22007,9/5/21,14:12,5,1,0,4,0,20,150
70339,22007,9/5/21,22:12,5,3,0,2,0,60,150
70339,22007,9/6/21,6:12,5,3,0,2,0,60,150
70339,22007,9/6/21,14:12,5,3,0,2,0,60,150
70339,22007,9/6/21,22:12,5,1,0,2,2,20,150
70339,22007,9/7/21,6:12,5,1,0,2,2,20,150
70339,22007,9/7/21,14:12,5,1,0,2,2,20,150
70339,22007,9/7/21,22:12,5,1,0,2,2,20,150
70339,22007,9/8/21,6:12,5,1,0,2,2,20,150
70339,22007,9/8/21,14:12,5,1,0,2,2,20,150
70339,22007,9/8/21,22:12,5,1,0,2,2,20,150
70339,22007,9/9/21,6:12,5,1,0,2,2,20,150
70339,22007,9/9/21,14:12,5,1,0,2,2,20,150
70339,22007,9/9/21,22:12,5,1,0,2,2,20,150
70339,22007,9/10/21,6:12,5,2,0,1,2,40,150
70339,22007,9/10/21,14:12,5,3,0,0,2,60,150
70339,22007,9/10/21,22:12,5,3,0,0,2,60,150
70339,22007,9/11/21,6:12,5,3,0,0,2,60,150
70339,22007,9/11/21,14:12,5,3,0,0,2,60,150
70339,22007,9/11/21,22:12,5,3,0,0,2,60,150
70339,22007,9/12/21,6:12,5,3,0,0,2,60,150
70339,22007,9/12/21,14:12,5,3,0,0,2,60,150
70339,22007,9/12/21,22:12,5,3,0,0,2,60,150
70339,22007,9/13/21,6:12,5,3,0,0,2,60,150
70339,22007,9/13/21,14:12,5,3,0,0,2,60,150
70339,22007,9/13/21,22:12,5,3,0,0,2,60,150
70339,22007,9/14/21,6:12,5,3,0,0,2,60,150
70339,22007,9/14/21,14:12,5,3,0,0,2,60,150
70339,22007,9/14/21,22:12,5,4,0,0,1,80,150
70339,22007,9/15/21,6:12,5,4,0,0,1,80,150
70339,22007,9/15/21,14:12,5,4,0,0,1,80,150
70339,22007,9/15/21,22:12,5,4,0,0,1,80,150
70339,22007,9/16/21,6:12,5,4,0,0,1,80,150
70339,22007,9/16/21,14:12,5,4,0,0,1,80,150
70339,22007,9/16/21,22:12,5,4,0,0,1,80,150
70339,22007,9/17/21,6:12,5,4,0,0,1,80,150
70339,22007,9/17/21,14:12,5,4,0,0,1,80,150
70339,22007,9/17/21,22:12,5,4,0,0,1,80,150
70339,22007,9/18/21,6:12,5,4,0,0,1,80,150
70339,22007,9/18/21,14:12,5,4,0,0,1,80,150
70339,22007,9/18/21,22:12,5,5,0,0,0,100,150
70339,22007,9/19/21,6:12,5,5,0,0,0,100,150
70339,22007,9/19/21,14:12,5,5,0,0,0,100,150
70339,22007,9/19/21,22:12,5,5,0,0,0,100,150
70339,22007,9/20/21,6:12,5,5,0,0,0,100,150
70339,22007,9/20/21,14:12,5,5,0,0,0,100,150
70339,22007,9/20/21,22:13,5,5,0,0,0,100,150
70339,22007,9/21/21,6:12,5,5,0,0,0,100,150
70339,22007,9/21/21,14:23,5,5,0,0,0,100,150
70339,22007,9/21/21,22:12,5,5,0,0,0,100,150
70339,22007,9/22/21,6:12,5,5,0,0,0,100,150
70339,22007,9/22/21,14:12,5,5,0,0,0,100,150
70339,22007,9/22/21,22:12,5,5,0,0,0,100,150
70339,22007,9/23/21,6:13,5,5,0,0,0,100,150
70339,22007,9/23/21,14:12,5,5,0,0,0,100,150
70339,22007,9/23/21,22:12,5,5,0,0,0,100,150
70339,22007,9/24/21,6:13,5,5,0,0,0,100,150
70339,22007,9/24/21,14:12,5,5,0,0,0,100,150
70339,22007,9/24/21,22:12,5,5,0,0,0,100,150
70339,22007,9/25/21,6:12,5,5,0,0,0,100,150
70339,22007,9/25/21,14:12,5,5,0,0,0,100,150
70339,22007,9/25/21,22:12,5,5,0,0,0,100,150
70339,22007,9/26/21,6:12,5,5,0,0,0,100,150
70339,22007,9/26/21,14:12,5,5,0,0,0,100,150
70339,22007,9/26/21,22:12,5,5,0,0,0,100,150
70339,22007,9/27/21,6:12,5,5,0,0,0,100,150
70339,22007,9/27/21,14:12,5,5,0,0,0,100,150
70339,22007,9/27/21,22:12,5,5,0,0,0,100,150
70339,22007,9/28/21,6:12,5,5,0,0,0,100,150
70339,22007,9/28/21,14:12,5,5,0,0,0,100,150
70339,22007,9/28/21,22:12,5,5,0,0,0,100,150
70339,22007,9/29/21,6:12,5,5,0,0,0,100,150
70339,22007,9/29/21,14:12,5,5,0,0,0,100,150
70339,22007,9/29/21,22:12,5,5,0,0,0,100,150
70339,22007,9/30/21,6:12,5,5,0,0,0,100,150
70339,22007,9/30/21,14:12,5,5,0,0,0,100,150
70339,22007,9/30/21,22:13,5,5,0,0,0,100,150
70339,22007,10/1/21,6:12,5,5,0,0,0,100,150
70339,22007,10/1/21,14:12,5,5,0,0,0,100,150
70339,22007,10/1/21,22:12,5,5,0,0,0,100,150
70339,22007,10/2/21,6:12,5,5,0,0,0,100,150
70339,22007,10/2/21,14:12,5,5,0,0,0,100,150
70339,22007,10/2/21,22:12,5,5,0,0,0,100,150
70339,22007,10/3/21,6:12,5,5,0,0,0,100,150
70339,22007,10/3/21,14:12,5,5,0,0,0,100,150
70339,22007,10/3/21,22:12,5,5,0,0,0,100,150
70339,22007,10/4/21,6:12,5,5,0,0,0,100,150
70339,22007,10/4/21,14:12,5,5,0,0,0,100,150
70339,22007,10/4/21,22:12,5,5,0,0,0,100,150
70339,22007,10/5/21,6:12,5,5,0,0,0,100,150
70339,22007,10/5/21,14:12,5,5,0,0,0,100,150
70339,22007,10/5/21,22:12,5,5,0,0,0,100,150
70339,22007,10/6/21,6:12,5,5,0,0,0,100,150
70339,22007,10/6/21,14:12,5,5,0,0,0,100,150
70341,22007,8/27/21,22:13,2,2,0,0,0,100,153
70341,22007,8/28/21,6:12,2,2,0,0,0,100,153
70341,22007,8/28/21,14:12,2,2,0,0,0,100,153
70341,22007,8/28/21,22:12,2,2,0,0,0,100,153
70341,22007,8/29/21,6:12,2,2,0,0,0,100,153
70341,22007,8/29/21,14:12,2,2,0,0,0,100,153
70341,22007,8/29/21,22:12,2,2,0,0,0,100,153
70341,22007,8/30/21,6:12,2,2,0,0,0,100,153
70341,22007,8/30/21,14:12,2,2,0,0,0,100,153
70341,22007,8/30/21,22:13,2,2,0,0,0,100,153
70341,22007,8/31/21,6:12,2,2,0,0,0,100,153
70341,22007,8/31/21,14:12,2,2,0,0,0,100,153
70341,22007,8/31/21,22:12,2,2,0,0,0,100,153
70341,22007,9/1/21,6:12,2,2,0,0,0,100,153
70341,22007,9/1/21,14:12,2,2,0,0,0,100,153
70341,22007,9/1/21,22:12,2,2,0,0,0,100,153
70341,22007,9/2/21,6:12,2,2,0,0,0,100,153
70341,22007,9/2/21,14:12,2,2,0,0,0,100,153
70341,22007,9/2/21,22:12,2,1,0,1,0,50,153
70341,22007,9/3/21,6:12,2,1,0,1,0,50,153
70341,22007,9/3/21,14:12,2,0,1,1,0,0,153
70341,22007,9/3/21,22:12,2,1,0,1,0,50,153
70341,22007,9/4/21,6:12,2,1,0,1,0,50,153
70341,22007,9/4/21,14:12,2,1,0,1,0,50,153
70341,22007,9/4/21,22:12,2,1,0,1,0,50,153
70341,22007,9/5/21,6:12,2,2,0,0,0,100,153
70341,22007,9/5/21,14:12,2,2,0,0,0,100,153
70341,22007,9/5/21,22:12,2,2,0,0,0,100,153
70341,22007,9/6/21,6:12,2,2,0,0,0,100,153
70341,22007,9/6/21,14:12,2,2,0,0,0,100,153
70341,22007,9/6/21,22:12,2,2,0,0,0,100,153
70341,22007,9/7/21,6:12,2,2,0,0,0,100,153
70341,22007,9/7/21,14:12,2,2,0,0,0,100,153
70341,22007,9/7/21,22:12,2,2,0,0,0,100,153
70341,22007,9/8/21,6:12,2,2,0,0,0,100,153
70341,22007,9/8/21,14:12,2,2,0,0,0,100,153
70341,22007,9/8/21,22:12,2,2,0,0,0,100,153
70341,22007,9/9/21,6:12,2,2,0,0,0,100,153
70341,22007,9/9/21,14:12,2,2,0,0,0,100,153
70341,22007,9/9/21,22:12,2,2,0,0,0,100,153
70341,22007,9/10/21,6:12,2,2,0,0,0,100,153
70341,22007,9/10/21,14:12,2,2,0,0,0,100,153
70341,22007,9/10/21,22:12,2,2,0,0,0,100,153
70341,22007,9/11/21,6:12,2,2,0,0,0,100,153
70341,22007,9/11/21,14:12,2,2,0,0,0,100,153
70341,22007,9/11/21,22:12,2,2,0,0,0,100,153
70341,22007,9/12/21,6:12,2,2,0,0,0,100,153
70341,22007,9/12/21,14:12,2,2,0,0,0,100,153
70341,22007,9/12/21,22:12,2,2,0,0,0,100,153
70341,22007,9/13/21,6:12,2,2,0,0,0,100,153
70341,22007,9/13/21,14:12,2,2,0,0,0,100,153
70341,22007,9/13/21,22:12,2,2,0,0,0,100,153
70341,22007,9/14/21,6:12,2,2,0,0,0,100,153
70341,22007,9/14/21,14:12,2,2,0,0,0,100,153
70341,22007,9/14/21,22:12,2,2,0,0,0,100,153
70341,22007,9/15/21,6:12,2,2,0,0,0,100,153
70341,22007,9/15/21,14:12,2,2,0,0,0,100,153
70341,22007,9/15/21,22:12,2,2,0,0,0,100,153
70341,22007,9/16/21,6:12,2,2,0,0,0,100,153
70341,22007,9/16/21,14:12,2,2,0,0,0,100,153
70341,22007,9/16/21,22:12,2,2,0,0,0,100,153
70341,22007,9/17/21,6:12,2,2,0,0,0,100,153
70341,22007,9/17/21,14:12,2,2,0,0,0,100,153
70341,22007,9/17/21,22:12,2,2,0,0,0,100,153
70341,22007,9/18/21,6:12,2,2,0,0,0,100,153
70341,22007,9/18/21,14:12,2,2,0,0,0,100,153
70341,22007,9/18/21,22:12,2,2,0,0,0,100,153
70341,22007,9/19/21,6:12,2,2,0,0,0,100,153
70341,22007,9/19/21,14:12,2,2,0,0,0,100,153
70341,22007,9/19/21,22:12,2,2,0,0,0,100,153
70341,22007,9/20/21,6:12,2,2,0,0,0,100,153
70341,22007,9/20/21,14:12,2,2,0,0,0,100,153
70341,22007,9/20/21,22:13,2,2,0,0,0,100,153
70341,22007,9/21/21,6:12,2,2,0,0,0,100,153
70341,22007,9/21/21,14:23,2,2,0,0,0,100,153
70341,22007,9/21/21,22:12,2,2,0,0,0,100,153
70341,22007,9/22/21,6:12,2,2,0,0,0,100,153
70341,22007,9/22/21,14:12,2,2,0,0,0,100,153
70341,22007,9/22/21,22:12,2,2,0,0,0,100,153
70341,22007,9/23/21,6:13,2,2,0,0,0,100,153
70341,22007,9/23/21,14:12,2,2,0,0,0,100,153
70341,22007,9/23/21,22:12,2,2,0,0,0,100,153
70341,22007,9/24/21,6:13,2,2,0,0,0,100,153
70341,22007,9/24/21,14:12,2,2,0,0,0,100,153
70341,22007,9/24/21,22:12,2,2,0,0,0,100,153
70341,22007,9/25/21,6:12,2,2,0,0,0,100,153
70341,22007,9/25/21,14:12,2,2,0,0,0,100,153
70341,22007,9/25/21,22:12,2,2,0,0,0,100,153
70341,22007,9/26/21,6:12,2,2,0,0,0,100,153
70341,22007,9/26/21,14:12,2,2,0,0,0,100,153
70341,22007,9/26/21,22:12,2,2,0,0,0,100,153
70341,22007,9/27/21,6:12,2,2,0,0,0,100,153
70341,22007,9/27/21,14:12,2,2,0,0,0,100,153
70341,22007,9/27/21,22:12,2,2,0,0,0,100,153
70341,22007,9/28/21,6:12,2,2,0,0,0,100,153
70341,22007,9/28/21,14:12,2,2,0,0,0,100,153
70341,22007,9/28/21,22:12,2,2,0,0,0,100,153
70341,22007,9/29/21,6:12,2,2,0,0,0,100,153
70341,22007,9/29/21,14:12,2,2,0,0,0,100,153
70341,22007,9/29/21,22:12,2,2,0,0,0,100,153
70341,22007,9/30/21,6:12,2,2,0,0,0,100,153
70341,22007,9/30/21,14:12,2,2,0,0,0,100,153
70341,22007,9/30/21,22:13,2,2,0,0,0,100,153
70341,22007,10/1/21,6:12,2,2,0,0,0,100,153
70341,22007,10/1/21,14:12,2,2,0,0,0,100,153
70341,22007,10/1/21,22:12,2,2,0,0,0,100,153
70341,22007,10/2/21,6:12,2,2,0,0,0,100,153
70341,22007,10/2/21,14:12,2,2,0,0,0,100,153
70341,22007,10/2/21,22:12,2,2,0,0,0,100,153
70341,22007,10/3/21,6:12,2,2,0,0,0,100,153
70341,22007,10/3/21,14:12,2,2,0,0,0,100,153
70341,22007,10/3/21,22:12,2,2,0,0,0,100,153
70341,22007,10/4/21,6:12,2,2,0,0,0,100,153
70341,22007,10/4/21,14:12,2,2,0,0,0,100,153
70341,22007,10/4/21,22:12,2,2,0,0,0,100,153
70341,22007,10/5/21,6:12,2,2,0,0,0,100,153
70341,22007,10/5/21,14:12,2,2,0,0,0,100,153
70341,22007,10/5/21,22:12,2,2,0,0,0,100,153
70341,22007,10/6/21,6:12,2,2,0,0,0,100,153
70341,22007,10/6/21,14:12,2,2,0,0,0,100,153
70343,22109,8/27/21,22:13,1,1,0,0,0,100,125
70343,22109,8/28/21,6:12,1,1,0,0,0,100,125
70343,22109,8/28/21,14:12,1,1,0,0,0,100,125
70343,22109,8/28/21,22:12,1,1,0,0,0,100,125
70343,22109,8/29/21,6:12,1,1,0,0,0,100,125
70343,22109,8/29/21,14:12,1,1,0,0,0,100,125
70343,22109,8/29/21,22:12,1,1,0,0,0,100,125
70343,22109,8/30/21,6:12,1,1,0,0,0,100,125
70343,22109,8/30/21,14:12,1,1,0,0,0,100,125
70343,22109,8/30/21,22:13,1,1,0,0,0,100,125
70343,22109,8/31/21,6:12,1,1,0,0,0,100,125
70343,22109,8/31/21,14:12,1,1,0,0,0,100,125
70343,22109,8/31/21,22:12,1,1,0,0,0,100,125
70343,22109,9/1/21,6:12,1,1,0,0,0,100,125
70343,22109,9/1/21,14:12,1,1,0,0,0,100,125
70343,22109,9/1/21,22:12,1,1,0,0,0,100,125
70343,22109,9/2/21,6:12,1,1,0,0,0,100,125
70343,22109,9/2/21,14:12,1,1,0,0,0,100,125
70343,22109,9/2/21,22:12,1,1,0,0,0,100,125
70343,22109,9/3/21,6:12,1,1,0,0,0,100,125
70343,22109,9/3/21,14:12,1,1,0,0,0,100,125
70343,22109,9/3/21,22:12,1,1,0,0,0,100,125
70343,22109,9/4/21,6:12,1,1,0,0,0,100,125
70343,22109,9/4/21,14:12,1,0,0,0,1,0,125
70343,22109,9/4/21,22:12,1,0,0,0,1,0,125
70343,22109,9/5/21,6:12,1,0,0,0,1,0,125
70343,22109,9/5/21,14:12,1,0,0,0,1,0,125
70343,22109,9/5/21,22:12,1,0,0,0,1,0,125
70343,22109,9/6/21,6:12,1,0,0,0,1,0,125
70343,22109,9/6/21,14:12,1,0,0,0,1,0,125
70343,22109,9/6/21,22:12,1,0,0,0,1,0,125
70343,22109,9/7/21,6:12,1,0,0,0,1,0,125
70343,22109,9/7/21,14:12,1,0,0,0,1,0,125
70343,22109,9/7/21,22:12,1,0,0,0,1,0,125
70343,22109,9/8/21,6:12,1,0,0,0,1,0,125
70343,22109,9/8/21,14:12,1,0,0,0,1,0,125
70343,22109,9/8/21,22:12,1,0,0,0,1,0,125
70343,22109,9/9/21,6:12,1,0,0,0,1,0,125
70343,22109,9/9/21,14:12,1,0,0,0,1,0,125
70343,22109,9/9/21,22:12,1,0,0,0,1,0,125
70343,22109,9/10/21,6:12,1,0,0,0,1,0,125
70343,22109,9/10/21,14:12,1,0,0,0,1,0,125
70343,22109,9/10/21,22:12,1,0,0,0,1,0,125
70343,22109,9/11/21,6:12,1,0,0,0,1,0,125
70343,22109,9/11/21,14:12,1,0,0,0,1,0,125
70343,22109,9/11/21,22:12,1,0,0,0,1,0,125
70343,22109,9/12/21,6:12,1,0,0,0,1,0,125
70343,22109,9/12/21,14:12,1,0,0,0,1,0,125
70343,22109,9/12/21,22:12,1,0,0,0,1,0,125
70343,22109,9/13/21,6:12,1,0,0,0,1,0,125
70343,22109,9/13/21,14:12,1,0,0,0,1,0,125
70343,22109,9/13/21,22:12,1,0,0,0,1,0,125
70343,22109,9/14/21,6:12,1,0,0,0,1,0,125
70343,22109,9/14/21,14:12,1,0,0,0,1,0,125
70343,22109,9/14/21,22:12,1,0,0,0,1,0,125
70343,22109,9/15/21,6:12,1,0,0,0,1,0,125
70343,22109,9/15/21,14:12,1,0,0,0,1,0,125
70343,22109,9/15/21,22:12,1,0,0,0,1,0,125
70343,22109,9/16/21,6:12,1,0,0,0,1,0,125
70343,22109,9/16/21,14:12,1,0,0,0,1,0,125
70343,22109,9/16/21,22:12,1,0,0,0,1,0,125
70343,22109,9/17/21,6:12,1,0,0,0,1,0,125
70343,22109,9/17/21,14:12,1,0,0,0,1,0,125
70343,22109,9/17/21,22:12,1,0,0,0,1,0,125
70343,22109,9/18/21,6:12,1,0,0,0,1,0,125
70343,22109,9/18/21,14:12,1,0,0,0,1,0,125
70343,22109,9/18/21,22:12,1,0,0,0,1,0,125
70343,22109,9/19/21,6:12,1,0,0,0,1,0,125
70343,22109,9/19/21,14:12,1,0,0,0,1,0,125
70343,22109,9/19/21,22:12,1,0,0,0,1,0,125
70343,22109,9/20/21,6:12,1,0,0,0,1,0,125
70343,22109,9/20/21,14:12,1,0,0,0,1,0,125
70343,22109,9/20/21,22:13,1,0,0,0,1,0,125
70343,22109,9/21/21,6:12,1,0,0,0,1,0,125
70343,22109,9/21/21,14:23,1,0,0,0,1,0,125
70343,22109,9/21/21,22:12,1,0,0,0,1,0,125
70343,22109,9/22/21,6:12,1,0,0,0,1,0,125
70343,22109,9/22/21,14:12,1,0,0,0,1,0,125
70343,22109,9/22/21,22:12,1,0,0,0,1,0,125
70343,22109,9/23/21,6:13,1,0,0,0,1,0,125
70343,22109,9/23/21,14:12,1,0,0,0,1,0,125
70343,22109,9/23/21,22:12,1,0,0,0,1,0,125
70343,22109,9/24/21,6:13,1,0,0,0,1,0,125
70343,22109,9/24/21,14:12,1,0,0,0,1,0,125
70343,22109,9/24/21,22:12,1,0,0,0,1,0,125
70343,22109,9/25/21,6:12,1,0,0,0,1,0,125
70343,22109,9/25/21,14:12,1,0,0,0,1,0,125
70343,22109,9/25/21,22:12,1,0,0,0,1,0,125
70343,22109,9/26/21,6:12,1,0,0,0,1,0,125
70343,22109,9/26/21,14:12,1,0,0,0,1,0,125
70343,22109,9/26/21,22:12,1,0,0,0,1,0,125
70343,22109,9/27/21,6:12,1,0,0,0,1,0,125
70343,22109,9/27/21,14:12,1,0,0,0,1,0,125
70343,22109,9/27/21,22:12,1,0,0,0,1,0,125
70343,22109,9/28/21,6:12,1,0,0,0,1,0,125
70343,22109,9/28/21,14:12,1,0,0,0,1,0,125
